@RELATION Features_16

@ATTRIBUTE Feature_1 REAL
@ATTRIBUTE Feature_2 REAL
@ATTRIBUTE Feature_3 REAL
@ATTRIBUTE Feature_4 REAL
@ATTRIBUTE Feature_5 REAL
@ATTRIBUTE Feature_6 REAL
@ATTRIBUTE Feature_7 REAL
@ATTRIBUTE Feature_8 REAL
@ATTRIBUTE Feature_9 REAL
@ATTRIBUTE Feature_10 REAL
@ATTRIBUTE Feature_11 REAL
@ATTRIBUTE Feature_12 REAL
@ATTRIBUTE Feature_13 REAL
@ATTRIBUTE Feature_14 REAL
@ATTRIBUTE Feature_15 REAL
@ATTRIBUTE Feature_16 REAL
@ATTRIBUTE class {class-1,class-2,class-3,class-4,class-5,class-6,class-7,class-8}

@DATA
0.654028436,90.25592417,0.530805687,59.45023697,0.322274882,21.91469194,0.526066351,58.39336493,0.573459716,69.38862559,0.511848341,55.27962085,0.507109005,54.26066351,0.497630332,52.25118483,class-1
0.713978495,237.0408602,0.531182796,131.2021505,0.277419355,35.78709677,0.488172043,110.8150538,0.556989247,144.2602151,0.51827957,124.9053763,0.552688172,142.0408602,0.477419355,105.9870968,class-1
0.727034121,201.3884514,0.532808399,108.160105,0.30183727,34.71128609,0.551181102,115.7480315,0.624671916,148.671916,0.551181102,115.7480315,0.532808399,108.160105,0.545931759,113.5538058,class-1
0.71659919,126.8380567,0.55465587,75.98785425,0.372469636,34.26720648,0.623481781,96.01619433,0.668016194,110.2226721,0.578947368,82.78947368,0.615384615,93.53846154,0.582995951,83.951417,class-1
0.789115646,91.53741497,0.680272109,68.02721088,0.442176871,28.7414966,0.68707483,69.39455782,0.755102041,83.81632653,0.673469388,66.67346939,0.680272109,68.02721088,0.653061224,62.69387755,class-1
0.743944637,159.9480969,0.588235294,100,0.39100346,44.183391,0.591695502,101.1799308,0.664359862,127.5570934,0.564013841,91.93425606,0.636678201,117.1487889,0.588235294,100,class-1
0.697674419,62.79069767,0.534883721,36.90697674,0.294573643,11.19379845,0.503875969,32.75193798,0.573643411,42.4496124,0.519379845,34.79844961,0.527131783,35.84496124,0.511627907,33.76744186,class-1
0.7,68.6,0.564285714,44.57857143,0.4,22.4,0.564285714,44.57857143,0.6,50.4,0.571428571,45.71428571,0.628571429,55.31428571,0.585714286,48.02857143,class-1
0.737470167,227.8782816,0.556085919,129.5680191,0.365155131,55.86873508,0.546539379,125.1575179,0.622911695,162.5799523,0.553699284,128.4582339,0.568019093,135.1885442,0.553699284,128.4582339,class-1
0.671232877,131.5616438,0.520547945,79.12328767,0.294520548,25.32876712,0.523972603,80.16780822,0.602739726,106.0821918,0.534246575,83.34246575,0.51369863,77.05479452,0.496575342,72.00342466,class-1
0.646666667,62.72666667,0.513333333,39.52666667,0.36,19.44,0.493333333,36.50666667,0.54,43.74,0.513333333,39.52666667,0.593333333,52.80666667,0.52,40.56,class-1
0.755434783,105.0054348,0.565217391,58.7826087,0.407608696,30.57065217,0.60326087,66.96195652,0.706521739,91.84782609,0.543478261,54.34782609,0.597826087,65.76086957,0.597826087,65.76086957,class-1
0.726804124,102.4793814,0.556701031,60.12371134,0.329896907,21.11340206,0.572164948,63.51030928,0.680412371,89.81443299,0.546391753,57.91752577,0.525773196,53.62886598,0.510309278,50.52061856,class-1
0.736702128,204.0664894,0.622340426,145.6276596,0.35106383,46.34042553,0.627659574,148.1276596,0.688829787,178.4069149,0.638297872,153.1914894,0.635638298,151.9175532,0.617021277,143.1489362,class-1
0.68,138.72,0.563333333,95.20333333,0.336666667,34.00333333,0.596666667,106.8033333,0.613333333,112.8533333,0.58,100.92,0.58,100.92,0.566666667,96.33333333,class-1
0.729613734,124.0343348,0.515021459,61.80257511,0.394849785,36.32618026,0.56223176,73.65236052,0.635193133,94.00858369,0.545064378,69.22317597,0.502145923,58.75107296,0.566523605,74.78111588,class-1
0.687657431,187.7304786,0.586901763,136.7481108,0.400503778,63.68010076,0.56675063,127.5188917,0.632241814,158.6926952,0.56675063,127.5188917,0.564231738,126.3879093,0.559193955,124.1410579,class-1
0.689956332,109.0131004,0.510917031,59.77729258,0.349344978,27.94759825,0.515283843,60.80349345,0.56768559,73.79912664,0.515283843,60.80349345,0.56768559,73.79912664,0.489082969,54.77729258,class-1
0.693548387,178.9354839,0.569892473,120.8172043,0.36827957,50.45430108,0.518817204,100.1317204,0.615591398,140.9704301,0.591397849,130.1075269,0.569892473,120.8172043,0.577956989,124.2607527,class-1
0.709219858,141.8439716,0.531914894,79.78723404,0.326241135,30.0141844,0.578014184,94.21631206,0.659574468,122.6808511,0.535460993,80.85460993,0.631205674,112.3546099,0.521276596,76.62765957,class-1
0.675675676,67.56756757,0.506756757,38.00675676,0.310810811,14.2972973,0.493243243,36.00675676,0.587837838,51.14189189,0.47972973,34.06081081,0.52027027,40.06081081,0.493243243,36.00675676,class-1
0.741935484,221.8387097,0.580645161,135.8709677,0.369727047,55.08933002,0.612903226,151.3870968,0.672456576,182.235732,0.607940447,148.9454094,0.64764268,169.0347395,0.617866005,153.8486352,class-1
0.68879668,114.340249,0.547717842,72.29875519,0.290456432,20.33195021,0.53526971,69.04979253,0.593360996,84.85062241,0.572614108,79.02074689,0.539419087,70.12448133,0.514522822,63.80082988,class-1
0.721030043,121.1330472,0.545064378,69.22317597,0.330472103,25.44635193,0.596566524,82.92274678,0.622317597,90.2360515,0.557939914,72.53218884,0.575107296,77.06437768,0.545064378,69.22317597,class-1
0.677922078,176.9376623,0.555844156,118.9506494,0.405194805,63.21038961,0.574025974,126.8597403,0.646753247,161.0415584,0.532467532,109.1558442,0.563636364,122.3090909,0.558441558,120.0649351,class-1
0.71875,82.65625,0.5625,50.625,0.3125,15.625,0.58125,54.05625,0.6375,65.025,0.5625,50.625,0.6125,60.025,0.51875,43.05625,class-1
0.651724138,123.1758621,0.55862069,90.49655172,0.410344828,48.83103448,0.544827586,86.08275862,0.6,104.4,0.562068966,91.61724138,0.534482759,82.84482759,0.510344828,75.53103448,class-1
0.715254237,150.9186441,0.623728814,114.7661017,0.406779661,48.81355932,0.589830508,102.6305085,0.674576271,134.240678,0.566101695,94.53898305,0.576271186,97.96610169,0.579661017,99.1220339,class-1
0.688581315,137.0276817,0.577854671,96.5017301,0.332179931,31.88927336,0.564013841,91.93425606,0.633217993,115.8788927,0.560553633,90.80968858,0.567474048,93.06574394,0.557093426,89.69204152,class-1
0.803278689,118.0819672,0.672131148,82.67213115,0.426229508,33.24590164,0.639344262,74.80327869,0.759562842,105.579235,0.677595628,84.02185792,0.617486339,69.77595628,0.650273224,77.38251366,class-1
0.707407407,135.1148148,0.52962963,75.73703704,0.374074074,37.78148148,0.607407407,99.61481481,0.651851852,114.7259259,0.537037037,77.87037037,0.622222222,104.5333333,0.622222222,104.5333333,class-1
0.765957447,165.4468085,0.59929078,101.2801418,0.319148936,28.72340426,0.588652482,97.71631206,0.673758865,128.0141844,0.613475177,106.1312057,0.631205674,112.3546099,0.602836879,102.4822695,class-1
0.637614679,177.2568807,0.509174312,113.0366972,0.378440367,62.44266055,0.504587156,111.0091743,0.536697248,125.587156,0.497706422,108.0022936,0.53440367,124.516055,0.513761468,115.0825688,class-1
0.672222222,81.33888889,0.555555556,55.55555556,0.4,28.8,0.544444444,53.35555556,0.633333333,72.2,0.533333333,51.2,0.544444444,53.35555556,0.583333333,61.25,class-1
0.627906977,101.7209302,0.496124031,63.50387597,0.372093023,35.72093023,0.468992248,56.74806202,0.534883721,73.81395349,0.476744186,58.63953488,0.534883721,73.81395349,0.488372093,61.53488372,class-1
0.730769231,138.8461538,0.592307692,91.21538462,0.469230769,57.24615385,0.603846154,94.80384615,0.623076923,100.9384615,0.576923077,86.53846154,0.626923077,102.1884615,0.6,93.6,class-1
0.61023622,94.58661417,0.456692913,52.97637795,0.413385827,43.40551181,0.464566929,54.81889764,0.5,63.5,0.460629921,53.89370079,0.488188976,60.53543307,0.456692913,52.97637795,class-1
0.675675676,84.45945946,0.524324324,50.85945946,0.383783784,27.24864865,0.497297297,45.75135135,0.551351351,56.23783784,0.540540541,54.05405405,0.567567568,59.59459459,0.502702703,46.75135135,class-1
0.656826568,116.9151292,0.560885609,85.25461255,0.398523985,43.04059041,0.553505535,83.02583026,0.616236162,102.9114391,0.535055351,77.58302583,0.535055351,77.58302583,0.542435424,79.73800738,class-1
0.679738562,141.3856209,0.513071895,80.55228758,0.297385621,27.0620915,0.496732026,75.50326797,0.54248366,90.05228758,0.483660131,71.58169935,0.535947712,87.89542484,0.470588235,67.76470588,class-1
0.737827715,145.3520599,0.56928839,86.53183521,0.453183521,54.83520599,0.580524345,89.98127341,0.65917603,116.0149813,0.554307116,82.03745318,0.565543071,85.39700375,0.550561798,80.93258427,class-1
0.730978261,196.6331522,0.551630435,111.9809783,0.33423913,41.11141304,0.576086957,122.1304348,0.676630435,168.4809783,0.581521739,124.4456522,0.535326087,105.4592391,0.543478261,108.6956522,class-1
0.660958904,127.5650685,0.547945205,87.67123288,0.386986301,43.72945205,0.551369863,88.77054795,0.626712329,114.6883562,0.561643836,92.10958904,0.551369863,88.77054795,0.517123288,78.08561644,class-1
0.805882353,110.4058824,0.582352941,57.65294118,0.382352941,24.85294118,0.594117647,60.00588235,0.741176471,93.38823529,0.564705882,54.21176471,0.652941176,72.47647059,0.558823529,53.08823529,class-1
0.735483871,83.84516129,0.6,55.8,0.412903226,26.42580645,0.567741935,49.96129032,0.619354839,59.45806452,0.55483871,47.71612903,0.606451613,57.00645161,0.580645161,52.25806452,class-1
0.701807229,163.5210843,0.554216867,101.9759036,0.301204819,30.12048193,0.530120482,93.30120482,0.596385542,118.0843373,0.536144578,95.43373494,0.521084337,90.14759036,0.515060241,88.0753012,class-1
0.740585774,262.167364,0.625523013,187.0313808,0.389121339,72.37656904,0.638075314,194.6129707,0.70083682,234.7803347,0.646443515,199.751046,0.606694561,175.9414226,0.583682008,162.8472803,class-1
0.748691099,107.0628272,0.633507853,76.65445026,0.413612565,32.67539267,0.623036649,74.14136126,0.691099476,91.22513089,0.633507853,76.65445026,0.612565445,71.67015707,0.638743455,77.92670157,class-1
0.68556701,91.18041237,0.613402062,72.99484536,0.417525773,33.81958763,0.649484536,81.83505155,0.670103093,87.11340206,0.628865979,76.72164948,0.639175258,79.25773196,0.613402062,72.99484536,class-1
0.708474576,148.0711864,0.579661017,99.1220339,0.328813559,31.89491525,0.606779661,108.6135593,0.661016949,128.8983051,0.606779661,108.6135593,0.562711864,93.41016949,0.583050847,100.2847458,class-1
0.70989011,229.2945055,0.538461538,131.9230769,0.362637363,59.83516484,0.538461538,131.9230769,0.597802198,162.6021978,0.474725275,102.5406593,0.507692308,117.2769231,0.553846154,139.5692308,class-1
0.774891775,138.7056277,0.554112554,70.92640693,0.32034632,23.70562771,0.58008658,77.73160173,0.670995671,104.004329,0.575757576,76.57575758,0.545454545,68.72727273,0.54978355,69.82251082,class-1
0.694339623,127.7584906,0.558490566,82.65660377,0.298113208,23.5509434,0.566037736,84.90566038,0.652830189,112.9396226,0.558490566,82.65660377,0.509433962,68.77358491,0.509433962,68.77358491,class-1
0.678832117,126.2627737,0.52919708,76.73357664,0.343065693,32.24817518,0.540145985,79.94160584,0.620437956,105.4744526,0.54379562,81.02554745,0.558394161,85.43430657,0.54379562,81.02554745,class-1
0.742296919,196.7086835,0.616246499,135.5742297,0.347338936,43.07002801,0.588235294,123.5294118,0.675070028,162.6918768,0.607843137,131.9019608,0.593837535,125.8935574,0.507002801,91.767507,class-1
0.722627737,286.1605839,0.611313869,204.790146,0.375912409,77.4379562,0.589416058,190.3813869,0.662408759,240.4543796,0.613138686,206.0145985,0.591240876,191.5620438,0.565693431,175.3649635,class-1
0.725856698,169.1246106,0.585669782,110.105919,0.314641745,31.7788162,0.554517134,98.70404984,0.672897196,145.3457944,0.588785047,111.2803738,0.542056075,94.31775701,0.523364486,87.92523364,class-1
0.705069124,215.7511521,0.559907834,136.0576037,0.377880184,61.97235023,0.571428571,141.7142857,0.629032258,171.7258065,0.596774194,154.5645161,0.564516129,138.3064516,0.552995392,132.718894,class-1
0.666666667,98.66666667,0.522522523,60.61261261,0.247747748,13.62612613,0.477477477,50.61261261,0.576576577,73.8018018,0.486486486,52.54054054,0.513513514,58.54054054,0.468468468,48.72072072,class-1
0.701331115,591.2221298,0.59234609,421.750416,0.459234609,253.4975042,0.58985025,418.203827,0.642262895,495.8269551,0.581530782,406.4900166,0.576539101,399.5415973,0.55906822,375.6938436,class-1
0.742120344,192.2091691,0.633237822,139.9455587,0.452722063,71.53008596,0.627507163,137.4240688,0.687679083,165.0429799,0.636103152,141.2148997,0.624641834,136.1719198,0.636103152,141.2148997,class-1
0.719907407,223.8912037,0.601851852,156.4814815,0.384259259,63.78703704,0.597222222,154.0833333,0.664351852,190.6689815,0.622685185,167.5023148,0.569444444,140.0833333,0.5625,136.6875,class-1
0.719912473,236.8512035,0.573304158,150.2056893,0.356673961,58.13785558,0.584245077,155.9934354,0.665207877,202.2231947,0.601750547,165.4814004,0.619256018,175.249453,0.597374179,163.083151,class-1
0.63670412,108.2397004,0.516853933,71.3258427,0.31835206,27.05992509,0.520599251,72.36329588,0.561797753,84.26966292,0.528089888,74.46067416,0.494382022,65.25842697,0.520599251,72.36329588,class-1
0.696078431,98.84313725,0.504901961,52.00490196,0.397058824,32.16176471,0.553921569,62.59313725,0.607843137,75.37254902,0.514705882,54.04411765,0.549019608,61.49019608,0.568627451,65.96078431,class-1
0.651960784,86.71078431,0.495098039,50.00490196,0.328431373,22.00490196,0.514705882,54.04411765,0.593137255,71.76960784,0.534313725,58.24019608,0.504901961,52.00490196,0.480392157,47.07843137,class-1
0.576719577,62.86243386,0.486772487,44.78306878,0.296296296,16.59259259,0.507936508,48.76190476,0.55026455,57.22751323,0.465608466,40.97354497,0.523809524,51.85714286,0.476190476,42.85714286,class-1
0.745454545,213.9454545,0.563636364,122.3090909,0.311688312,37.4025974,0.587012987,132.6649351,0.677922078,176.9376623,0.584415584,131.4935065,0.574025974,126.8597403,0.584415584,131.4935065,class-1
0.676891616,224.0511247,0.496932515,120.7546012,0.339468303,56.35173824,0.505112474,124.7627812,0.554192229,150.1860941,0.492842536,118.7750511,0.503067485,123.7546012,0.482617587,113.8977505,class-1
0.686320755,199.7193396,0.554245283,130.2476415,0.349056604,51.66037736,0.563679245,134.7193396,0.627358491,166.8773585,0.561320755,133.5943396,0.54009434,123.6816038,0.5,106,class-1
0.643292683,135.7347561,0.527439024,91.24695122,0.271341463,24.14939024,0.506097561,84.01219512,0.582317073,111.222561,0.512195122,86.04878049,0.509146341,85.02743902,0.49695122,81.00304878,class-1
0.73549884,233.1531323,0.545243619,128.1322506,0.315545244,42.91415313,0.573085847,141.5522042,0.668213457,192.4454756,0.570765661,140.4083527,0.587006961,148.512761,0.575406032,142.7006961,class-1
0.643712575,138.3982036,0.5,83.5,0.27245509,24.79341317,0.461077844,71.00598802,0.541916168,98.08682635,0.48502994,78.5748503,0.479041916,76.64670659,0.464071856,71.93113772,class-1
0.73853211,118.9036697,0.559633028,68.27522936,0.30733945,20.59174312,0.541284404,63.87155963,0.655963303,93.80275229,0.610091743,81.14220183,0.614678899,82.36697248,0.600917431,78.72018349,class-1
0.727810651,89.52071006,0.544378698,50.08284024,0.325443787,17.89940828,0.585798817,57.99408284,0.650887574,71.59763314,0.579881657,56.82840237,0.585798817,57.99408284,0.485207101,39.78698225,class-1
0.721311475,95.21311475,0.513661202,48.28415301,0.387978142,27.54644809,0.606557377,67.32786885,0.644808743,76.08743169,0.584699454,62.56284153,0.579234973,61.3989071,0.540983607,53.55737705,class-1
0.631147541,97.19672131,0.516393443,65.06557377,0.356557377,31.0204918,0.549180328,73.59016393,0.594262295,86.16803279,0.524590164,67.14754098,0.540983607,71.40983607,0.512295082,64.03688525,class-1
0.655913978,80.02150538,0.467741935,40.69354839,0.23655914,10.40860215,0.467741935,40.69354839,0.569892473,60.40860215,0.47311828,41.6344086,0.462365591,39.76344086,0.462365591,39.76344086,class-1
0.697452229,152.7420382,0.563694268,99.77388535,0.296178344,27.54458599,0.544585987,93.12420382,0.636942675,127.388535,0.589171975,108.9968153,0.547770701,94.21656051,0.573248408,103.1847134,class-1
0.720496894,83.57763975,0.627329193,63.36024845,0.409937888,27.05590062,0.577639752,53.72049689,0.602484472,58.44099379,0.614906832,60.8757764,0.565217391,51.43478261,0.577639752,53.72049689,class-1
0.638429752,197.2747934,0.493801653,118.018595,0.29338843,41.66115702,0.487603306,115.0743802,0.592975207,170.1838843,0.481404959,112.1673554,0.462809917,103.6694215,0.473140496,108.3491736,class-1
0.715789474,146.0210526,0.603508772,103.8035088,0.431578947,53.08421053,0.638596491,116.2245614,0.673684211,129.3473684,0.628070175,112.4245614,0.621052632,109.9263158,0.592982456,100.2140351,class-1
0.754929577,202.3211268,0.605633803,130.2112676,0.453521127,73.01690141,0.642253521,146.4338028,0.661971831,155.5633803,0.602816901,129.0028169,0.611267606,132.6450704,0.625352113,138.828169,class-1
0.67755102,224.9469388,0.544897959,145.4877551,0.363265306,64.66122449,0.555102041,150.9877551,0.608163265,181.2326531,0.555102041,150.9877551,0.536734694,141.1612245,0.540816327,143.3163265,class-1
0.577586207,77.39655172,0.452586207,47.52155172,0.293103448,19.93103448,0.495689655,57.00431034,0.530172414,65.2112069,0.456896552,48.43103448,0.443965517,45.72844828,0.469827586,51.2112069,class-1
0.670807453,144.8944099,0.50621118,82.51242236,0.354037267,40.36024845,0.549689441,97.29503106,0.627329193,126.7204969,0.50931677,83.52795031,0.580745342,108.5993789,0.51863354,86.61180124,class-1
0.709219858,141.8439716,0.535460993,80.85460993,0.34751773,34.05673759,0.535460993,80.85460993,0.631205674,112.3546099,0.560283688,88.5248227,0.521276596,76.62765957,0.507092199,72.5141844,class-1
0.714285714,178.5714286,0.571428571,114.2857143,0.371428571,48.28571429,0.608571429,129.6257143,0.657142857,151.1428571,0.591428571,122.4257143,0.617142857,133.3028571,0.568571429,113.1457143,class-1
0.657258065,107.1330645,0.528225806,69.19758065,0.330645161,27.11290323,0.508064516,64.01612903,0.592741935,87.13306452,0.528225806,69.19758065,0.544354839,73.48790323,0.451612903,50.58064516,class-1
0.75,211.5,0.555851064,116.1728723,0.412234043,63.8962766,0.590425532,131.0744681,0.686170213,177.0319149,0.57712766,125.2367021,0.656914894,162.2579787,0.632978723,150.6489362,class-1
0.718918919,191.2324324,0.554054054,113.5810811,0.348648649,44.97567568,0.564864865,118.0567568,0.624324324,144.2189189,0.581081081,124.9324324,0.532432432,104.8891892,0.545945946,110.2810811,class-1
0.766331658,233.7311558,0.600502513,143.5201005,0.409547739,66.75628141,0.608040201,147.1457286,0.653266332,169.8492462,0.615577889,150.8165829,0.650753769,168.5452261,0.592964824,139.9396985,class-1
0.738410596,164.6655629,0.61589404,114.5562914,0.370860927,41.53642384,0.602649007,109.6821192,0.682119205,140.5165563,0.599337748,108.4801325,0.546357616,90.14900662,0.592715232,106.0960265,class-1
0.64640884,151.2596685,0.486187845,85.56906077,0.281767956,28.74033149,0.508287293,93.52486188,0.574585635,119.5138122,0.466850829,78.89779006,0.486187845,85.56906077,0.524861878,99.72375691,class-1
0.630727763,147.5902965,0.520215633,100.4016173,0.339622642,42.79245283,0.51212938,97.30458221,0.611859838,138.8921833,0.528301887,103.5471698,0.501347709,93.25067385,0.506738544,95.26684636,class-1
0.685185185,152.1111111,0.567901235,104.4938272,0.351851852,40.11111111,0.533950617,92.37345679,0.604938272,118.5679012,0.552469136,98.89197531,0.611111111,121,0.533950617,92.37345679,class-1
0.704496788,231.7794433,0.554603854,143.6423983,0.3875803,70.15203426,0.556745182,144.7537473,0.605995717,171.496788,0.56745182,150.3747323,0.55888651,145.869379,0.52248394,127.4860814,class-1
0.773299748,237.4030227,0.644836272,165.0780856,0.428211587,72.79596977,0.65743073,171.5894207,0.707808564,198.8942065,0.632241814,158.6926952,0.637279597,161.231738,0.64231738,163.790932,class-1
0.736641221,142.1717557,0.629770992,103.9122137,0.5,65.5,0.641221374,107.7251908,0.671755725,118.2290076,0.622137405,101.4083969,0.625954198,102.6564885,0.618320611,100.1679389,class-1
0.633587786,105.1755725,0.503816794,66.50381679,0.301526718,23.82061069,0.480916031,60.59541985,0.538167939,75.88167939,0.5,65.5,0.541984733,76.96183206,0.416030534,45.34732824,class-1
